invid,classid,description,description,qty,tot,subclassid,name1,desc,i_desc,firsttransaction,sequence,txn_date
ENEMA3,SERV,Services,,1,130.00,,Tudor Glen Veterinary Hospital,Enema - Manual Breakdown,,1477746,6,1/31/2026 19:14:15:897
ENEMA3,SERV,Services,,1,130.00,,Tudor Glen Veterinary Hospital,Enema - Manual Breakdown,,1485086,6,2/28/2026 19:09:20:447
ENEMA3,SERV,Services,,2,260.00,,Tudor Glen Veterinary Hospital,Enema - Manual Breakdown,,1406169,6,3/31/2025 18:16:31:852
ENEMA3,SERV,Services,,1,130.00,,Tudor Glen Veterinary Hospital,Enema - Manual Breakdown,,1464415,6,11/29/2025 18:45:33:008
ENEMA3,SERV,Services,,3,390.00,,Tudor Glen Veterinary Hospital,Enema - Manual Breakdown,,1413429,6,4/30/2025 18:37:16:465
ESO,SERV,Services,,1,116.40,,Tudor Glen Veterinary Hospital,Esophageal Feeding Tube Placement,Esophageal Feeding Tube Placement,1420600,6,5/31/2025 18:04:44:559
ESO,SERV,Services,,1,116.40,,Tudor Glen Veterinary Hospital,Esophageal Feeding Tube Placement,Esophageal Feeding Tube Placement,1456759,6,10/31/2025 18:15:33:419
EUTH6,SERV,Services,,27,5346.00,,Tudor Glen Veterinary Hospital,Euthanasia ,Euthanasia,1485086,9,2/28/2026 19:09:20:447
EUTH6,SERV,Services,,26,5148.00,,Tudor Glen Veterinary Hospital,Euthanasia ,Euthanasia,1464415,9,11/29/2025 18:45:33:008
EUTH6,SERV,Services,,27,5346.00,,Tudor Glen Veterinary Hospital,Euthanasia ,Euthanasia,1477746,9,1/31/2026 19:14:15:897
EUTH6,SERV,Services,,23,4554.00,,Tudor Glen Veterinary Hospital,Euthanasia ,Euthanasia,1427983,9,6/30/2025 18:30:05:565
EUTH6,SERV,Services,,22,4356.00,,Tudor Glen Veterinary Hospital,Euthanasia ,Euthanasia,1406169,9,3/31/2025 18:16:31:852
EUTH6,SERV,Services,,27,5346.00,,Tudor Glen Veterinary Hospital,Euthanasia ,Euthanasia,1456759,9,10/31/2025 18:15:33:419
EUTH6,SERV,Services,,17,3168.00,,Tudor Glen Veterinary Hospital,Euthanasia ,Euthanasia,1413429,9,4/30/2025 18:37:16:465
EUTH6,SERV,Services,,17,3366.00,,Tudor Glen Veterinary Hospital,Euthanasia ,Euthanasia,1471068,9,12/31/2025 18:16:10:824
EUTH6,SERV,Services,,14,2772.00,,Tudor Glen Veterinary Hospital,Euthanasia ,Euthanasia,1435299,9,7/31/2025 18:27:44:508
EUTH6,SERV,Services,,18,3564.00,,Tudor Glen Veterinary Hospital,Euthanasia ,Euthanasia,1442263,9,8/30/2025 17:35:05:993
EUTH6,SERV,Services,,21,4158.00,,Tudor Glen Veterinary Hospital,Euthanasia ,Euthanasia,1449426,9,9/30/2025 18:33:25:34
EUTH6,SERV,Services,,24,4752.00,,Tudor Glen Veterinary Hospital,Euthanasia ,Euthanasia,1420600,9,5/31/2025 18:04:44:559
EUTH7,SERV,Services,,1,90.00,,Tudor Glen Veterinary Hospital,Euthanasia - Rabbit / Guinea Pig,Euthanasia - Rabbit / Guinea Pig,1406169,5,3/31/2025 18:16:31:852
EUTH7,SERV,Services,,1,90.00,,Tudor Glen Veterinary Hospital,Euthanasia - Rabbit / Guinea Pig,Euthanasia - Rabbit / Guinea Pig,1477746,5,1/31/2026 19:14:15:897
EUTH7,SERV,Services,,1,90.00,,Tudor Glen Veterinary Hospital,Euthanasia - Rabbit / Guinea Pig,Euthanasia - Rabbit / Guinea Pig,1464415,5,11/29/2025 18:45:33:008
EUTH7,SERV,Services,,1,90.00,,Tudor Glen Veterinary Hospital,Euthanasia - Rabbit / Guinea Pig,Euthanasia - Rabbit / Guinea Pig,1420600,5,5/31/2025 18:04:44:559
EUTHEX,SERV,Services,,1,70.00,,Tudor Glen Veterinary Hospital,Euthanasia Exotic - Gerbil/Mouse,,1485086,3,2/28/2026 19:09:20:447
EUTHEX,SERV,Services,,1,70.00,,Tudor Glen Veterinary Hospital,Euthanasia Exotic - Gerbil/Mouse,,1406169,3,3/31/2025 18:16:31:852
EXPORT,SERV,Services,,2,400.00,,Tudor Glen Veterinary Hospital,Export Document Verification,,1427983,3,6/30/2025 18:30:05:565
FIPMRNA,SERV,Services,,1,573.50,,Tudor Glen Veterinary Hospital,Feline Infectious Peritonitis (FIP) mRNA,Feline Infectious Peritonitis (FIP) mRNA,1406169,1,3/31/2025 18:16:31:852
FLU,SERV,Services,,10,2450.00,,Tudor Glen Veterinary Hospital,Fluid - IV Set up and Maintence ,Fluid - IV Set up and Maintence ,1420600,10,5/31/2025 18:04:44:559
FLU,SERV,Services,,4,980.00,,Tudor Glen Veterinary Hospital,Fluid - IV Set up and Maintence ,Fluid - IV Set up and Maintence ,1464415,10,11/29/2025 18:45:33:008
FLU,SERV,Services,,5,1225.00,,Tudor Glen Veterinary Hospital,Fluid - IV Set up and Maintence ,Fluid - IV Set up and Maintence ,1427983,10,6/30/2025 18:30:05:565
FLU,SERV,Services,,6,1470.00,,Tudor Glen Veterinary Hospital,Fluid - IV Set up and Maintence ,Fluid - IV Set up and Maintence ,1471068,10,12/31/2025 18:16:10:824
FLU,SERV,Services,,6,1470.00,,Tudor Glen Veterinary Hospital,Fluid - IV Set up and Maintence ,Fluid - IV Set up and Maintence ,1406169,10,3/31/2025 18:16:31:852
FLU,SERV,Services,,5,1225.00,,Tudor Glen Veterinary Hospital,Fluid - IV Set up and Maintence ,Fluid - IV Set up and Maintence ,1456759,10,10/31/2025 18:15:33:419
FLU,SERV,Services,,9,2205.00,,Tudor Glen Veterinary Hospital,Fluid - IV Set up and Maintence ,Fluid - IV Set up and Maintence ,1449426,10,9/30/2025 18:33:25:34
FLU,SERV,Services,,9,2205.00,,Tudor Glen Veterinary Hospital,Fluid - IV Set up and Maintence ,Fluid - IV Set up and Maintence ,1485086,10,2/28/2026 19:09:20:447
FLU,SERV,Services,,3,735.00,,Tudor Glen Veterinary Hospital,Fluid - IV Set up and Maintence ,Fluid - IV Set up and Maintence ,1477746,10,1/31/2026 19:14:15:897
FLU,SERV,Services,,10,2450.00,,Tudor Glen Veterinary Hospital,Fluid - IV Set up and Maintence ,Fluid - IV Set up and Maintence ,1442263,10,8/30/2025 17:35:05:993
FLU,SERV,Services,,1,245.00,,Tudor Glen Veterinary Hospital,Fluid - IV Set up and Maintence ,Fluid - IV Set up and Maintence ,1413429,10,4/30/2025 18:37:16:465
FLU1,SERV,Services,,4,280.00,,Tudor Glen Veterinary Hospital,Fluid Monitoring - additional day,Fluid Monitoring - additional day,1449426,8,9/30/2025 18:33:25:34
FLU1,SERV,Services,,4,280.00,,Tudor Glen Veterinary Hospital,Fluid Monitoring - additional day,Fluid Monitoring - additional day,1485086,8,2/28/2026 19:09:20:447
FLU1,SERV,Services,,2,140.00,,Tudor Glen Veterinary Hospital,Fluid Monitoring - additional day,Fluid Monitoring - additional day,1471068,8,12/31/2025 18:16:10:824
FLU1,SERV,Services,,1,70.00,,Tudor Glen Veterinary Hospital,Fluid Monitoring - additional day,Fluid Monitoring - additional day,1477746,8,1/31/2026 19:14:15:897
FLU1,SERV,Services,,1,70.00,,Tudor Glen Veterinary Hospital,Fluid Monitoring - additional day,Fluid Monitoring - additional day,1406169,8,3/31/2025 18:16:31:852
FLU1,SERV,Services,,9,630.00,,Tudor Glen Veterinary Hospital,Fluid Monitoring - additional day,Fluid Monitoring - additional day,1420600,8,5/31/2025 18:04:44:559
FLU1,SERV,Services,,3,210.00,,Tudor Glen Veterinary Hospital,Fluid Monitoring - additional day,Fluid Monitoring - additional day,1442263,8,8/30/2025 17:35:05:993
FLU2,SERV,Services,,2,77.60,,Tudor Glen Veterinary Hospital,Fluid therapy - extra bag,Fluid therapy - extra bag,1427983,9,6/30/2025 18:30:05:565
FLU2,SERV,Services,,2,77.60,,Tudor Glen Veterinary Hospital,Fluid therapy - extra bag,Fluid therapy - extra bag,1420600,9,5/31/2025 18:04:44:559
FLU6,SERV,Services,,7,420.00,,Tudor Glen Veterinary Hospital,Fluid Therapy - Elective Surgery,,1471068,8,12/31/2025 18:16:10:824
FLU6,SERV,Services,,12,720.00,,Tudor Glen Veterinary Hospital,Fluid Therapy - Elective Surgery,,1464415,8,11/29/2025 18:45:33:008
FLU6,SERV,Services,,17,1020.00,,Tudor Glen Veterinary Hospital,Fluid Therapy - Elective Surgery,,1420600,8,5/31/2025 18:04:44:559
FLU6,SERV,Services,,10,600.00,,Tudor Glen Veterinary Hospital,Fluid Therapy - Elective Surgery,,1442263,8,8/30/2025 17:35:05:993
FLU6,SERV,Services,,12,720.00,,Tudor Glen Veterinary Hospital,Fluid Therapy - Elective Surgery,,1485086,8,2/28/2026 19:09:20:447
FLU6,SERV,Services,,9,540.00,,Tudor Glen Veterinary Hospital,Fluid Therapy - Elective Surgery,,1477746,8,1/31/2026 19:14:15:897
FLU6,SERV,Services,,16,960.00,,Tudor Glen Veterinary Hospital,Fluid Therapy - Elective Surgery,,1435299,8,7/31/2025 18:27:44:508
FLU6,SERV,Services,,20,1200.00,,Tudor Glen Veterinary Hospital,Fluid Therapy - Elective Surgery,,1406169,8,3/31/2025 18:16:31:852
FLU6,SERV,Services,,10,600.00,,Tudor Glen Veterinary Hospital,Fluid Therapy - Elective Surgery,,1427983,8,6/30/2025 18:30:05:565
FLU6,SERV,Services,,11,660.00,,Tudor Glen Veterinary Hospital,Fluid Therapy - Elective Surgery,,1413429,8,4/30/2025 18:37:16:465
FLU6,SERV,Services,,6,360.00,,Tudor Glen Veterinary Hospital,Fluid Therapy - Elective Surgery,,1449426,8,9/30/2025 18:33:25:34
FLU6,SERV,Services,,12,720.00,,Tudor Glen Veterinary Hospital,Fluid Therapy - Elective Surgery,,1456759,8,10/31/2025 18:15:33:419
FLURS,SERV,Services,,22,1100.00,,Tudor Glen Veterinary Hospital,Fluorescein eye stain,Fluorescein eye stain,1449426,11,9/30/2025 18:33:25:34
FLURS,SERV,Services,,33,1650.00,,Tudor Glen Veterinary Hospital,Fluorescein eye stain,Fluorescein eye stain,1427983,11,6/30/2025 18:30:05:565
FLURS,SERV,Services,,26,1300.00,,Tudor Glen Veterinary Hospital,Fluorescein eye stain,Fluorescein eye stain,1413429,11,4/30/2025 18:37:16:465
FLURS,SERV,Services,,21,1050.00,,Tudor Glen Veterinary Hospital,Fluorescein eye stain,Fluorescein eye stain,1420600,11,5/31/2025 18:04:44:559
FLURS,SERV,Services,,21,1050.00,,Tudor Glen Veterinary Hospital,Fluorescein eye stain,Fluorescein eye stain,1406169,11,3/31/2025 18:16:31:852
FLURS,SERV,Services,,21,1050.00,,Tudor Glen Veterinary Hospital,Fluorescein eye stain,Fluorescein eye stain,1435299,11,7/31/2025 18:27:44:508
FLURS,SERV,Services,,23,1150.00,,Tudor Glen Veterinary Hospital,Fluorescein eye stain,Fluorescein eye stain,1477746,11,1/31/2026 19:14:15:897
FLURS,SERV,Services,,24,1200.00,,Tudor Glen Veterinary Hospital,Fluorescein eye stain,Fluorescein eye stain,1464415,11,11/29/2025 18:45:33:008
FLURS,SERV,Services,,16,800.00,,Tudor Glen Veterinary Hospital,Fluorescein eye stain,Fluorescein eye stain,1485086,11,2/28/2026 19:09:20:447
FLURS,SERV,Services,,11,550.00,,Tudor Glen Veterinary Hospital,Fluorescein eye stain,Fluorescein eye stain,1442263,11,8/30/2025 17:35:05:993
FLURS,SERV,Services,,26,1300.00,,Tudor Glen Veterinary Hospital,Fluorescein eye stain,Fluorescein eye stain,1471068,11,12/31/2025 18:16:10:824
FLURS,SERV,Services,,14,700.00,,Tudor Glen Veterinary Hospital,Fluorescein eye stain,Fluorescein eye stain,1456759,11,10/31/2025 18:15:33:419
FLUSQ,SERV,Services,,7,490.00,,Tudor Glen Veterinary Hospital,Fluid Therapy - SQ only,Fluid Therapy - SQ only,1420600,10,5/31/2025 18:04:44:559
FLUSQ,SERV,Services,,10,700.00,,Tudor Glen Veterinary Hospital,Fluid Therapy - SQ only,Fluid Therapy - SQ only,1406169,10,3/31/2025 18:16:31:852
FLUSQ,SERV,Services,,13,910.00,,Tudor Glen Veterinary Hospital,Fluid Therapy - SQ only,Fluid Therapy - SQ only,1477746,10,1/31/2026 19:14:15:897
FLUSQ,SERV,Services,,9,630.00,,Tudor Glen Veterinary Hospital,Fluid Therapy - SQ only,Fluid Therapy - SQ only,1413429,10,4/30/2025 18:37:16:465
FLUSQ,SERV,Services,,11,770.00,,Tudor Glen Veterinary Hospital,Fluid Therapy - SQ only,Fluid Therapy - SQ only,1449426,10,9/30/2025 18:33:25:34
FLUSQ,SERV,Services,,16,1120.00,,Tudor Glen Veterinary Hospital,Fluid Therapy - SQ only,Fluid Therapy - SQ only,1456759,10,10/31/2025 18:15:33:419
FLUSQ,SERV,Services,,16,1120.00,,Tudor Glen Veterinary Hospital,Fluid Therapy - SQ only,Fluid Therapy - SQ only,1435299,10,7/31/2025 18:27:44:508
FLUSQ,SERV,Services,,14,980.00,,Tudor Glen Veterinary Hospital,Fluid Therapy - SQ only,Fluid Therapy - SQ only,1485086,10,2/28/2026 19:09:20:447
FLUSQ,SERV,Services,,14,980.00,,Tudor Glen Veterinary Hospital,Fluid Therapy - SQ only,Fluid Therapy - SQ only,1442263,10,8/30/2025 17:35:05:993
FLUSQ,SERV,Services,,7,490.00,,Tudor Glen Veterinary Hospital,Fluid Therapy - SQ only,Fluid Therapy - SQ only,1464415,10,11/29/2025 18:45:33:008
FLUSQ,SERV,Services,,13,910.00,,Tudor Glen Veterinary Hospital,Fluid Therapy - SQ only,Fluid Therapy - SQ only,1427983,10,6/30/2025 18:30:05:565
FLUSQ,SERV,Services,,11,700.00,,Tudor Glen Veterinary Hospital,Fluid Therapy - SQ only,Fluid Therapy - SQ only,1471068,10,12/31/2025 18:16:10:824
FNASAP,SERV,Services,,1,0,,Tudor Glen Veterinary Hospital,Health Exam  NASAP - Feline,,1449426,3,9/30/2025 18:33:25:34
FOFFIC,SERV,Services,,80,7812.00,,Tudor Glen Veterinary Hospital,Health Exam - Feline,,1456759,13,10/31/2025 18:15:33:419
FOFFIC,SERV,Services,,48,4606.00,,Tudor Glen Veterinary Hospital,Health Exam - Feline,,1471068,13,12/31/2025 18:16:10:824
FOFFIC,SERV,Services,,75,7350.00,,Tudor Glen Veterinary Hospital,Health Exam - Feline,,1449426,13,9/30/2025 18:33:25:34
FOFFIC,SERV,Services,,58,5684.00,,Tudor Glen Veterinary Hospital,Health Exam - Feline,,1413429,13,4/30/2025 18:37:16:465
FOFFIC,SERV,Services,,69,6706.00,,Tudor Glen Veterinary Hospital,Health Exam - Feline,,1427983,13,6/30/2025 18:30:05:565
FOFFIC,SERV,Services,,55,5362.00,,Tudor Glen Veterinary Hospital,Health Exam - Feline,,1477746,13,1/31/2026 19:14:15:897
FOFFIC,SERV,Services,,65,6370.00,,Tudor Glen Veterinary Hospital,Health Exam - Feline,,1420600,13,5/31/2025 18:04:44:559
FOFFIC,SERV,Services,,82,8036.00,,Tudor Glen Veterinary Hospital,Health Exam - Feline,,1442263,13,8/30/2025 17:35:05:993
FOFFIC,SERV,Services,,66,6440.00,,Tudor Glen Veterinary Hospital,Health Exam - Feline,,1435299,13,7/31/2025 18:27:44:508
FOFFIC,SERV,Services,,66,6440.00,,Tudor Glen Veterinary Hospital,Health Exam - Feline,,1464415,13,11/29/2025 18:45:33:008
FOFFIC,SERV,Services,,70,6860.00,,Tudor Glen Veterinary Hospital,Health Exam - Feline,,1406169,13,3/31/2025 18:16:31:852
FOFFIC,SERV,Services,,78,7504.00,,Tudor Glen Veterinary Hospital,Health Exam - Feline,,1485086,14,2/28/2026 19:09:20:447
FORFED,SERV,Services,,2,60.00,,Tudor Glen Veterinary Hospital,Force Feeding per day,Force Feeding per day,1485086,5,2/28/2026 19:09:20:447
FRECH,SERV,Services,,4,0,,Tudor Glen Veterinary Hospital,Complimentary Post-Operative Recheck,Complimentary Post-Operative Recheck,1420600,1,5/31/2025 18:04:44:559
FRECH,SERV,Services,,7,0,,Tudor Glen Veterinary Hospital,Complimentary Post-Operative Recheck,Complimentary Post-Operative Recheck,1406169,1,3/31/2025 18:16:31:852
FRECH,SERV,Services,,2,0,,Tudor Glen Veterinary Hospital,Complimentary Post-Operative Recheck,Complimentary Post-Operative Recheck,1449426,1,9/30/2025 18:33:25:34
FRECH,SERV,Services,,1,0,,Tudor Glen Veterinary Hospital,Complimentary Post-Operative Recheck,Complimentary Post-Operative Recheck,1485086,1,2/28/2026 19:09:20:447
FRECH,SERV,Services,,7,0,,Tudor Glen Veterinary Hospital,Complimentary Post-Operative Recheck,Complimentary Post-Operative Recheck,1456759,1,10/31/2025 18:15:33:419
FRECH,SERV,Services,,3,0,,Tudor Glen Veterinary Hospital,Complimentary Post-Operative Recheck,Complimentary Post-Operative Recheck,1435299,1,7/31/2025 18:27:44:508
FRECH,SERV,Services,,4,0,,Tudor Glen Veterinary Hospital,Complimentary Post-Operative Recheck,Complimentary Post-Operative Recheck,1464415,1,11/29/2025 18:45:33:008
FRECH,SERV,Services,,6,0,,Tudor Glen Veterinary Hospital,Complimentary Post-Operative Recheck,Complimentary Post-Operative Recheck,1442263,1,8/30/2025 17:35:05:993
FRECH,SERV,Services,,6,0,,Tudor Glen Veterinary Hospital,Complimentary Post-Operative Recheck,Complimentary Post-Operative Recheck,1427983,1,6/30/2025 18:30:05:565
FRECH,SERV,Services,,4,0,,Tudor Glen Veterinary Hospital,Complimentary Post-Operative Recheck,Complimentary Post-Operative Recheck,1471068,1,12/31/2025 18:16:10:824
FRECH,SERV,Services,,2,0,,Tudor Glen Veterinary Hospital,Complimentary Post-Operative Recheck,Complimentary Post-Operative Recheck,1413429,1,4/30/2025 18:37:16:465
FRECH,SERV,Services,,5,0,,Tudor Glen Veterinary Hospital,Complimentary Post-Operative Recheck,Complimentary Post-Operative Recheck,1477746,1,1/31/2026 19:14:15:897
FRECHE,SERV,Services,,15,1035.00,,Tudor Glen Veterinary Hospital,Health Exam Recheck - Feline,,1427983,12,6/30/2025 18:30:05:565
FRECHE,SERV,Services,,8,552.00,,Tudor Glen Veterinary Hospital,Health Exam Recheck - Feline,,1435299,12,7/31/2025 18:27:44:508
FRECHE,SERV,Services,,7,483.00,,Tudor Glen Veterinary Hospital,Health Exam Recheck - Feline,,1406169,12,3/31/2025 18:16:31:852
FRECHE,SERV,Services,,13,897.00,,Tudor Glen Veterinary Hospital,Health Exam Recheck - Feline,,1442263,12,8/30/2025 17:35:05:993
FRECHE,SERV,Services,,5,345.00,,Tudor Glen Veterinary Hospital,Health Exam Recheck - Feline,,1456759,12,10/31/2025 18:15:33:419
FRECHE,SERV,Services,,16,1104.00,,Tudor Glen Veterinary Hospital,Health Exam Recheck - Feline,,1464415,12,11/29/2025 18:45:33:008
FRECHE,SERV,Services,,12,828.00,,Tudor Glen Veterinary Hospital,Health Exam Recheck - Feline,,1477746,12,1/31/2026 19:14:15:897
FRECHE,SERV,Services,,17,1173.00,,Tudor Glen Veterinary Hospital,Health Exam Recheck - Feline,,1420600,12,5/31/2025 18:04:44:559
FRECHE,SERV,Services,,15,1035.00,,Tudor Glen Veterinary Hospital,Health Exam Recheck - Feline,,1413429,12,4/30/2025 18:37:16:465
FRECHE,SERV,Services,,16,1104.00,,Tudor Glen Veterinary Hospital,Health Exam Recheck - Feline,,1449426,12,9/30/2025 18:33:25:34
FRECHE,SERV,Services,,15,1035.00,,Tudor Glen Veterinary Hospital,Health Exam Recheck - Feline,,1485086,12,2/28/2026 19:09:20:447
FRECHE,SERV,Services,,14,966.00,,Tudor Glen Veterinary Hospital,Health Exam Recheck - Feline,,1471068,12,12/31/2025 18:16:10:824
FSPCAO,SERV,Services,,2,0,,Tudor Glen Veterinary Hospital,Health Exam EHS Feline,,1449426,4,9/30/2025 18:33:25:34
FSPCAO,SERV,Services,,1,0,,Tudor Glen Veterinary Hospital,Health Exam EHS Feline,,1413429,4,4/30/2025 18:37:16:465
FSPCAO,SERV,Services,,1,0,,Tudor Glen Veterinary Hospital,Health Exam EHS Feline,,1477746,4,1/31/2026 19:14:15:897
FSPCAO,SERV,Services,,4,0,,Tudor Glen Veterinary Hospital,Health Exam EHS Feline,,1427983,4,6/30/2025 18:30:05:565
FSPCAO,SERV,Services,,6,0,,Tudor Glen Veterinary Hospital,Health Exam EHS Feline,,1442263,4,8/30/2025 17:35:05:993
FSPCAO,SERV,Services,,5,0,,Tudor Glen Veterinary Hospital,Health Exam EHS Feline,,1420600,4,5/31/2025 18:04:44:559
FSPCAO,SERV,Services,,2,0,,Tudor Glen Veterinary Hospital,Health Exam EHS Feline,,1485086,4,2/28/2026 19:09:20:447
FSPCAO,SERV,Services,,2,0,,Tudor Glen Veterinary Hospital,Health Exam EHS Feline,,1456759,4,10/31/2025 18:15:33:419
FSPCAO,SERV,Services,,2,0,,Tudor Glen Veterinary Hospital,Health Exam EHS Feline,,1435299,4,7/31/2025 18:27:44:508
FSPCAO,SERV,Services,,3,0,,Tudor Glen Veterinary Hospital,Health Exam EHS Feline,,1464415,4,11/29/2025 18:45:33:008
FVACC1,SERV,Services,,1,25.00,,Tudor Glen Veterinary Hospital,OLD Feline FVRCP 1st Vaccination ,Feline  FVRCP 1st Vaccination,1449426,11,9/30/2025 18:33:25:34
FVACL,SERV,Services,,14,523.60,,Tudor Glen Veterinary Hospital,Feline Leukemia  Annual add on,Feline Leukemia Annual,1464415,11,11/29/2025 18:45:33:008
FVACL,SERV,Services,,2,74.80,,Tudor Glen Veterinary Hospital,Feline Leukemia  Annual add on,Feline Leukemia Annual,1420600,11,5/31/2025 18:04:44:559
FVACL,SERV,Services,,4,149.60,,Tudor Glen Veterinary Hospital,Feline Leukemia  Annual add on,Feline Leukemia Annual,1442263,11,8/30/2025 17:35:05:993
FVACL,SERV,Services,,2,74.80,,Tudor Glen Veterinary Hospital,Feline Leukemia  Annual add on,Feline Leukemia Annual,1471068,11,12/31/2025 18:16:10:824
FVACL,SERV,Services,,2,74.80,,Tudor Glen Veterinary Hospital,Feline Leukemia  Annual add on,Feline Leukemia Annual,1427983,11,6/30/2025 18:30:05:565
FVACL,SERV,Services,,2,74.80,,Tudor Glen Veterinary Hospital,Feline Leukemia  Annual add on,Feline Leukemia Annual,1456759,11,10/31/2025 18:15:33:419
FVACL,SERV,Services,,5,187.00,,Tudor Glen Veterinary Hospital,Feline Leukemia  Annual add on,Feline Leukemia Annual,1477746,11,1/31/2026 19:14:15:897
FVACL,SERV,Services,,10,374.00,,Tudor Glen Veterinary Hospital,Feline Leukemia  Annual add on,Feline Leukemia Annual,1449426,11,9/30/2025 18:33:25:34
FVACL,SERV,Services,,4,149.60,,Tudor Glen Veterinary Hospital,Feline Leukemia  Annual add on,Feline Leukemia Annual,1413429,11,4/30/2025 18:37:16:465
FVACL,SERV,Services,,7,261.80,,Tudor Glen Veterinary Hospital,Feline Leukemia  Annual add on,Feline Leukemia Annual,1406169,11,3/31/2025 18:16:31:852
FVACL,SERV,Services,,1,37.40,,Tudor Glen Veterinary Hospital,Feline Leukemia  Annual add on,Feline Leukemia Annual,1435299,11,7/31/2025 18:27:44:508
FVACL,SERV,Services,,7,261.80,,Tudor Glen Veterinary Hospital,Feline Leukemia  Annual add on,Feline Leukemia Annual,1485086,11,2/28/2026 19:09:20:447
FVACL1,SERV,Services,,3,112.20,,Tudor Glen Veterinary Hospital,Feline Leukemia 1st Add On,Feline Leukemia Vaccination,1477746,13,1/31/2026 19:14:15:897
FVACL1,SERV,Services,,2,74.80,,Tudor Glen Veterinary Hospital,Feline Leukemia 1st Add On,Feline Leukemia Vaccination,1442263,13,8/30/2025 17:35:05:993
FVACL1,SERV,Services,,1,37.40,,Tudor Glen Veterinary Hospital,Feline Leukemia 1st Add On,Feline Leukemia Vaccination,1406169,13,3/31/2025 18:16:31:852
FVACL1,SERV,Services,,2,74.80,,Tudor Glen Veterinary Hospital,Feline Leukemia 1st Add On,Feline Leukemia Vaccination,1464415,13,11/29/2025 18:45:33:008
